,state,drug_name,year,grams
8716,NEW JERSEY,ALFENTANIL,2013,1.67
8717,NEW JERSEY,ALFENTANIL,2014,0.97
8718,NEW JERSEY,ALFENTANIL,2015,1.29
8719,NEW JERSEY,AMOBARBITAL (SCHEDULE 2),2006,18.21
8720,NEW JERSEY,AMOBARBITAL (SCHEDULE 2),2007,141.14
8721,NEW JERSEY,AMOBARBITAL (SCHEDULE 2),2008,154.95
8722,NEW JERSEY,AMOBARBITAL (SCHEDULE 2),2009,40.1
8723,NEW JERSEY,AMOBARBITAL (SCHEDULE 2),2010,53.32
8724,NEW JERSEY,AMOBARBITAL (SCHEDULE 2),2011,27.8
8725,NEW JERSEY,AMOBARBITAL (SCHEDULE 2),2012,40.11
8726,NEW JERSEY,AMOBARBITAL (SCHEDULE 2),2013,52.41
8727,NEW JERSEY,AMOBARBITAL (SCHEDULE 2),2014,14.13
8728,NEW JERSEY,AMOBARBITAL (SCHEDULE 2),2015,61.97
8729,NEW JERSEY,AMPHETAMINE,2006,143640.45
8730,NEW JERSEY,AMPHETAMINE,2007,161024
8731,NEW JERSEY,AMPHETAMINE,2008,306193.72
8732,NEW JERSEY,AMPHETAMINE,2009,201179.85
8733,NEW JERSEY,AMPHETAMINE,2010,221140.56
8734,NEW JERSEY,AMPHETAMINE,2011,243594.04
8735,NEW JERSEY,AMPHETAMINE,2012,275755.96
8736,NEW JERSEY,AMPHETAMINE,2013,291092.82
8737,NEW JERSEY,AMPHETAMINE,2014,325991.14
8738,NEW JERSEY,AMPHETAMINE,2015,358740.4
8739,NEW JERSEY,BARBITURIC ACID DERIVIATIVE OR SALT [PER 21CFR 1,2013,2545
8740,NEW JERSEY,BUPRENORPHINE,2006,14880.26
8741,NEW JERSEY,BUPRENORPHINE,2007,24886.63
8742,NEW JERSEY,BUPRENORPHINE,2008,70941.49
8743,NEW JERSEY,BUPRENORPHINE,2009,56228.01
8744,NEW JERSEY,BUPRENORPHINE,2010,65532.09
8745,NEW JERSEY,BUPRENORPHINE,2011,71834.29
8746,NEW JERSEY,BUPRENORPHINE,2012,79577.4
8747,NEW JERSEY,BUPRENORPHINE,2013,86616.45
8748,NEW JERSEY,BUPRENORPHINE,2014,90960.09
8749,NEW JERSEY,BUPRENORPHINE,2015,95821.3
8750,NEW JERSEY,BUTALBITAL,2006,95885
8751,NEW JERSEY,BUTALBITAL,2007,91160
8752,NEW JERSEY,BUTALBITAL,2008,136065
8753,NEW JERSEY,BUTALBITAL,2009,73275
8754,NEW JERSEY,BUTALBITAL,2010,78410
8755,NEW JERSEY,BUTALBITAL,2011,80425
8756,NEW JERSEY,BUTALBITAL,2012,69910
8757,NEW JERSEY,BUTALBITAL,2013,72305
8758,NEW JERSEY,BUTALBITAL,2014,60940
8759,NEW JERSEY,BUTALBITAL,2015,56525
8760,NEW JERSEY,COCAINE,2006,1448.66
8761,NEW JERSEY,COCAINE,2007,1440.35
8762,NEW JERSEY,COCAINE,2008,2490.18
8763,NEW JERSEY,COCAINE,2009,1101.04
8764,NEW JERSEY,COCAINE,2010,1117.04
8765,NEW JERSEY,COCAINE,2011,945.01
8766,NEW JERSEY,COCAINE,2012,921.98
8767,NEW JERSEY,COCAINE,2013,827.3
8768,NEW JERSEY,COCAINE,2014,776.02
8769,NEW JERSEY,COCAINE,2015,780.02
8770,NEW JERSEY,CODEINE,2006,398706.98
8771,NEW JERSEY,CODEINE,2007,529143.67
8772,NEW JERSEY,CODEINE,2008,1283097.94
8773,NEW JERSEY,CODEINE,2009,394579.07
8774,NEW JERSEY,CODEINE,2010,382216.69
8775,NEW JERSEY,CODEINE,2011,415936.52
8776,NEW JERSEY,CODEINE,2012,364972.07
8777,NEW JERSEY,CODEINE,2013,359721.12
8778,NEW JERSEY,CODEINE,2014,368293.05
8779,NEW JERSEY,CODEINE,2015,380428.62
8780,NEW JERSEY,D-METHAMPHETAMINE,2006,178.41
8781,NEW JERSEY,D-METHAMPHETAMINE,2007,165.2
8782,NEW JERSEY,D-METHAMPHETAMINE,2008,330.6
8783,NEW JERSEY,D-METHAMPHETAMINE,2009,163.9
8784,NEW JERSEY,D-METHAMPHETAMINE,2010,128.55
8785,NEW JERSEY,D-METHAMPHETAMINE,2011,53.42
8786,NEW JERSEY,D-METHAMPHETAMINE,2012,44.58
8787,NEW JERSEY,D-METHAMPHETAMINE,2013,28.53
8788,NEW JERSEY,D-METHAMPHETAMINE,2014,3.62
8789,NEW JERSEY,D-METHAMPHETAMINE,2015,26.52
8790,NEW JERSEY,DIAZEPAM,2008,0.05
8791,NEW JERSEY,DIHYDROCODEINE,2006,611.77
8792,NEW JERSEY,DIHYDROCODEINE,2007,403.23
8793,NEW JERSEY,DIHYDROCODEINE,2008,756.81
8794,NEW JERSEY,DIHYDROCODEINE,2009,212.38
8795,NEW JERSEY,DIHYDROCODEINE,2010,125.12
8796,NEW JERSEY,DIHYDROCODEINE,2011,115.57
8797,NEW JERSEY,DIHYDROCODEINE,2012,76.05
8798,NEW JERSEY,DIHYDROCODEINE,2013,26.39
8799,NEW JERSEY,DIHYDROCODEINE,2015,227.74
8800,NEW JERSEY,DL-METHAMPHETAMINE RACEMIC BASE,2010,72.73
8801,NEW JERSEY,DL-METHAMPHETAMINE RACEMIC BASE,2011,104.48
8802,NEW JERSEY,DL-METHAMPHETAMINE RACEMIC BASE,2012,136.63
8803,NEW JERSEY,DL-METHAMPHETAMINE RACEMIC BASE,2013,137.03
8804,NEW JERSEY,DL-METHAMPHETAMINE RACEMIC BASE,2014,150.3
8805,NEW JERSEY,DL-METHAMPHETAMINE RACEMIC BASE,2015,116.93
8806,NEW JERSEY,FENTANYL BASE,2006,13403.92
8807,NEW JERSEY,FENTANYL BASE,2007,13873.73
8808,NEW JERSEY,FENTANYL BASE,2008,24990.38
8809,NEW JERSEY,FENTANYL BASE,2009,14317.01
8810,NEW JERSEY,FENTANYL BASE,2010,15938.19
8811,NEW JERSEY,FENTANYL BASE,2011,14240.98
8812,NEW JERSEY,FENTANYL BASE,2012,13969.14
8813,NEW JERSEY,FENTANYL BASE,2013,13064.1
8814,NEW JERSEY,FENTANYL BASE,2014,12844.08
8815,NEW JERSEY,FENTANYL BASE,2015,11926.72
8816,NEW JERSEY,GAMMA HYDROXYBUTYRIC ACID,2007,520.12
8817,NEW JERSEY,GAMMA HYDROXYBUTYRIC ACID,2008,2988.68
8818,NEW JERSEY,HYDROCODON,2011,311700.34
8819,NEW JERSEY,HYDROCODONE,2006,281427.27
8820,NEW JERSEY,HYDROCODONE,2007,353515.46
8821,NEW JERSEY,HYDROCODONE,2008,691817.36
8822,NEW JERSEY,HYDROCODONE,2009,311494.19
8823,NEW JERSEY,HYDROCODONE,2010,296013.41
8824,NEW JERSEY,HYDROCODONE,2012,287254.13
8825,NEW JERSEY,HYDROCODONE,2013,265266.24
8826,NEW JERSEY,HYDROCODONE,2014,234122.32
8827,NEW JERSEY,HYDROCODONE,2015,190412.42
8828,NEW JERSEY,HYDROMORPHONE,2006,25304.69
8829,NEW JERSEY,HYDROMORPHONE,2007,29632.03
8830,NEW JERSEY,HYDROMORPHONE,2008,59852.92
8831,NEW JERSEY,HYDROMORPHONE,2009,39140.47
8832,NEW JERSEY,HYDROMORPHONE,2010,40732.35
8833,NEW JERSEY,HYDROMORPHONE,2011,44801.42
8834,NEW JERSEY,HYDROMORPHONE,2012,47184.02
8835,NEW JERSEY,HYDROMORPHONE,2013,47682.56
8836,NEW JERSEY,HYDROMORPHONE,2014,49133.52
8837,NEW JERSEY,HYDROMORPHONE,2015,46360.86
8838,NEW JERSEY,LEVORPHANOL,2006,61.21
8839,NEW JERSEY,LEVORPHANOL,2007,69.16
8840,NEW JERSEY,LEVORPHANOL,2008,65.61
8841,NEW JERSEY,LEVORPHANOL,2009,35.29
8842,NEW JERSEY,LEVORPHANOL,2010,0.35
8843,NEW JERSEY,LEVORPHANOL,2011,1.28
8844,NEW JERSEY,LEVORPHANOL,2012,11.73
8845,NEW JERSEY,LEVORPHANOL,2013,17.65
8846,NEW JERSEY,LEVORPHANOL,2014,13.58
8847,NEW JERSEY,LEVORPHANOL,2015,13.24
8848,NEW JERSEY,LISDEXAMFETAMINE,2007,13338.35
8849,NEW JERSEY,LISDEXAMFETAMINE,2008,87815.2
8850,NEW JERSEY,LISDEXAMFETAMINE,2009,81336.2
8851,NEW JERSEY,LISDEXAMFETAMINE,2010,101804.23
8852,NEW JERSEY,LISDEXAMFETAMINE,2011,124176.95
8853,NEW JERSEY,LISDEXAMFETAMINE,2012,147578.34
8854,NEW JERSEY,LISDEXAMFETAMINE,2013,160297.94
8855,NEW JERSEY,LISDEXAMFETAMINE,2014,168042.99
8856,NEW JERSEY,LISDEXAMFETAMINE,2015,180485.14
8857,NEW JERSEY,LORAZEPAM,2008,111.65
8858,NEW JERSEY,LORAZEPAM,2011,2.5
8859,NEW JERSEY,MEPERIDINE (PETHIDINE),2006,46939.4
8860,NEW JERSEY,MEPERIDINE (PETHIDINE),2007,41400.01
8861,NEW JERSEY,MEPERIDINE (PETHIDINE),2008,66945.57
8862,NEW JERSEY,MEPERIDINE (PETHIDINE),2009,32184.59
8863,NEW JERSEY,MEPERIDINE (PETHIDINE),2010,26917.04
8864,NEW JERSEY,MEPERIDINE (PETHIDINE),2011,23819.2
8865,NEW JERSEY,MEPERIDINE (PETHIDINE),2012,19264.29
8866,NEW JERSEY,MEPERIDINE (PETHIDINE),2013,16331.59
8867,NEW JERSEY,MEPERIDINE (PETHIDINE),2014,14228.63
8868,NEW JERSEY,MEPERIDINE (PETHIDINE),2015,13099.2
8869,NEW JERSEY,METHADONE,2006,436156.66
8870,NEW JERSEY,METHADONE,2007,448657.18
8871,NEW JERSEY,METHADONE,2008,714451.57
8872,NEW JERSEY,METHADONE,2009,425309.37
8873,NEW JERSEY,METHADONE,2010,415464.75
8874,NEW JERSEY,METHADONE,2011,415873.49
8875,NEW JERSEY,METHADONE,2012,407021.45
8876,NEW JERSEY,METHADONE,2013,428377.14
8877,NEW JERSEY,METHADONE,2014,446595.73
8878,NEW JERSEY,METHADONE,2015,457444.03
8879,NEW JERSEY,"METHYLONE (3,4-METHYLENEDIOXY-N-METHYLCATH",2012,0
8880,NEW JERSEY,METHYLPHENIDATE,2006,334610.08
8881,NEW JERSEY,METHYLPHENIDATE,2007,365381.91
8882,NEW JERSEY,METHYLPHENIDATE,2008,635069.04
8883,NEW JERSEY,METHYLPHENIDATE,2009,356383.1
8884,NEW JERSEY,METHYLPHENIDATE,2010,362725.95
8885,NEW JERSEY,METHYLPHENIDATE,2011,382394.79
8886,NEW JERSEY,METHYLPHENIDATE (DL;D;L;ISOMERS),2012,384984.18
8887,NEW JERSEY,METHYLPHENIDATE (DL;D;L;ISOMERS),2013,378247
8888,NEW JERSEY,METHYLPHENIDATE (DL;D;L;ISOMERS),2014,381700.21
8889,NEW JERSEY,METHYLPHENIDATE (DL;D;L;ISOMERS),2015,380701.01
8890,NEW JERSEY,MORPHINE,2006,300929.21
8891,NEW JERSEY,MORPHINE,2007,310643.69
8892,NEW JERSEY,MORPHINE,2008,604344.86
8893,NEW JERSEY,MORPHINE,2009,367031.93
8894,NEW JERSEY,MORPHINE,2010,385105.5
8895,NEW JERSEY,MORPHINE,2011,423644.77
8896,NEW JERSEY,MORPHINE,2012,448107.87
8897,NEW JERSEY,MORPHINE,2013,457735.1
8898,NEW JERSEY,MORPHINE,2014,472542
8899,NEW JERSEY,MORPHINE,2015,444217.79
8900,NEW JERSEY,NABILONE,2006,0.26
8901,NEW JERSEY,NABILONE,2007,1.64
8902,NEW JERSEY,NABILONE,2008,2.34
8903,NEW JERSEY,NABILONE,2009,1.9
8904,NEW JERSEY,NABILONE,2010,2.71
8905,NEW JERSEY,NABILONE,2011,2.15
8906,NEW JERSEY,NABILONE,2012,2
8907,NEW JERSEY,NABILONE,2013,0.7
8908,NEW JERSEY,NABILONE,2014,0.95
8909,NEW JERSEY,NABILONE,2015,0.2
8910,NEW JERSEY,NALOXONE,2006,3032.52
8911,NEW JERSEY,NALOXONE,2007,5733.66
8912,NEW JERSEY,NOROXYMORPHONE,2011,16.2
8913,NEW JERSEY,NOROXYMORPHONE,2013,2.54
8914,NEW JERSEY,NOROXYMORPHONE,2014,16.06
8915,NEW JERSEY,NOROXYMORPHONE,2015,6.42
8916,NEW JERSEY,OPIUM COMBINATION PRODUCT (C-III),2013,29.52
8917,NEW JERSEY,OPIUM POWDERED,2006,609.48
8918,NEW JERSEY,OPIUM POWDERED,2007,405
8919,NEW JERSEY,OPIUM POWDERED,2008,640.44
8920,NEW JERSEY,OPIUM POWDERED,2009,419.76
8921,NEW JERSEY,OPIUM POWDERED,2010,468.36
8922,NEW JERSEY,OPIUM POWDERED,2011,435.24
8923,NEW JERSEY,OPIUM POWDERED,2012,454.68
8924,NEW JERSEY,OPIUM POWDERED,2013,453.96
8925,NEW JERSEY,OPIUM POWDERED,2014,544.68
8926,NEW JERSEY,OPIUM POWDERED,2015,585.72
8927,NEW JERSEY,OXYCODONE,2006,1552250.63
8928,NEW JERSEY,OXYCODONE,2007,1735119.95
8929,NEW JERSEY,OXYCODONE,2008,3416611.32
8930,NEW JERSEY,OXYCODONE,2009,2277699.88
8931,NEW JERSEY,OXYCODONE,2010,2565117.99
8932,NEW JERSEY,OXYCODONE,2011,2796076.78
8933,NEW JERSEY,OXYCODONE,2012,2650817.27
8934,NEW JERSEY,OXYCODONE,2013,2549218.57
8935,NEW JERSEY,OXYCODONE,2014,2543722.89
8936,NEW JERSEY,OXYCODONE,2015,2519775.12
8937,NEW JERSEY,OXYMORPHONE,2006,2137.28
8938,NEW JERSEY,OXYMORPHONE,2007,12123.14
8939,NEW JERSEY,OXYMORPHONE,2008,34908.49
8940,NEW JERSEY,OXYMORPHONE,2009,27505.76
8941,NEW JERSEY,OXYMORPHONE,2010,36275.19
8942,NEW JERSEY,OXYMORPHONE,2011,50874.48
8943,NEW JERSEY,OXYMORPHONE,2012,37262.12
8944,NEW JERSEY,OXYMORPHONE,2013,40382.31
8945,NEW JERSEY,OXYMORPHONE,2014,41635.63
8946,NEW JERSEY,OXYMORPHONE,2015,41195.76
8947,NEW JERSEY,PENTOBARBITAL (SCHEDULE 2),2006,88186.85
8948,NEW JERSEY,PENTOBARBITAL (SCHEDULE 2),2007,88371.69
8949,NEW JERSEY,PENTOBARBITAL (SCHEDULE 2),2008,186407.72
8950,NEW JERSEY,PENTOBARBITAL (SCHEDULE 2),2009,93017.6
8951,NEW JERSEY,PENTOBARBITAL (SCHEDULE 2),2010,82575.21
8952,NEW JERSEY,PENTOBARBITAL (SCHEDULE 2),2011,90983.38
8953,NEW JERSEY,PENTOBARBITAL (SCHEDULE 2),2012,93694.79
8954,NEW JERSEY,PENTOBARBITAL (SCHEDULE 2),2013,81477.36
8955,NEW JERSEY,PENTOBARBITAL (SCHEDULE 2),2014,90560.12
8956,NEW JERSEY,PENTOBARBITAL (SCHEDULE 2),2015,88839.11
8957,NEW JERSEY,PHENCYCLIDINE (PCP),2011,0
8958,NEW JERSEY,PHENOBARBITAL,2008,132
8959,NEW JERSEY,REMIFENTANIL,2006,10.09
8960,NEW JERSEY,REMIFENTANIL,2007,12.83
8961,NEW JERSEY,REMIFENTANIL,2008,29.8
8962,NEW JERSEY,REMIFENTANIL,2009,19.25
8963,NEW JERSEY,REMIFENTANIL,2010,21.78
8964,NEW JERSEY,REMIFENTANIL,2011,27.68
8965,NEW JERSEY,REMIFENTANIL,2012,30.57
8966,NEW JERSEY,REMIFENTANIL,2013,35.86
8967,NEW JERSEY,REMIFENTANIL,2014,38.74
8968,NEW JERSEY,REMIFENTANIL,2015,42.66
8969,NEW JERSEY,SECOBARBITAL (SCHEDULE 2),2006,1198.78
8970,NEW JERSEY,SECOBARBITAL (SCHEDULE 2),2007,1244.55
8971,NEW JERSEY,SECOBARBITAL (SCHEDULE 2),2008,1318.34
8972,NEW JERSEY,SECOBARBITAL (SCHEDULE 2),2009,823.96
8973,NEW JERSEY,SECOBARBITAL (SCHEDULE 2),2010,869.74
8974,NEW JERSEY,SECOBARBITAL (SCHEDULE 2),2011,576.78
8975,NEW JERSEY,SECOBARBITAL (SCHEDULE 2),2012,430.3
8976,NEW JERSEY,SECOBARBITAL (SCHEDULE 2),2013,366.21
8977,NEW JERSEY,SECOBARBITAL (SCHEDULE 2),2014,402.83
8978,NEW JERSEY,SECOBARBITAL (SCHEDULE 2),2015,247.2
8979,NEW JERSEY,SUFENTANIL BASE,2006,0.19
8980,NEW JERSEY,SUFENTANIL BASE,2007,0.11
8981,NEW JERSEY,SUFENTANIL BASE,2008,2.87
8982,NEW JERSEY,SUFENTANIL BASE,2009,1.85
8983,NEW JERSEY,SUFENTANIL BASE,2010,2.48
8984,NEW JERSEY,SUFENTANIL BASE,2011,3.18
8985,NEW JERSEY,SUFENTANIL BASE,2012,4.12
8986,NEW JERSEY,SUFENTANIL BASE,2013,3.3
8987,NEW JERSEY,SUFENTANIL BASE,2014,8
8988,NEW JERSEY,SUFENTANIL BASE,2015,5.32
8989,NEW JERSEY,TAPENTADOL,2009,47370.1
8990,NEW JERSEY,TAPENTADOL,2010,114862.44
8991,NEW JERSEY,TAPENTADOL,2011,210846.5
8992,NEW JERSEY,TAPENTADOL,2012,245389.5
8993,NEW JERSEY,TAPENTADOL,2013,215978
8994,NEW JERSEY,TAPENTADOL,2014,195712
8995,NEW JERSEY,TAPENTADOL,2015,191878
8996,NEW JERSEY,TESTOSTERONE,2013,64.8
8997,NEW MEXICO,ALFENTANIL,2006,2.08
8998,NEW MEXICO,ALFENTANIL,2007,2.18
8999,NEW MEXICO,ALFENTANIL,2008,4.19
9000,NEW MEXICO,ALFENTANIL,2009,2.64
9001,NEW MEXICO,ALFENTANIL,2010,3.6
9002,NEW MEXICO,ALFENTANIL,2011,3.61
9003,NEW MEXICO,ALFENTANIL,2012,3.31
9004,NEW MEXICO,ALFENTANIL,2013,4.35
9005,NEW MEXICO,ALFENTANIL,2014,3.37
9006,NEW MEXICO,ALFENTANIL,2015,4.39
9007,NEW MEXICO,AMOBARBITAL (SCHEDULE 2),2006,4.55
9008,NEW MEXICO,AMOBARBITAL (SCHEDULE 2),2007,4.55
9009,NEW MEXICO,AMOBARBITAL (SCHEDULE 2),2008,9.12
9010,NEW MEXICO,AMOBARBITAL (SCHEDULE 2),2009,10.94
9011,NEW MEXICO,AMOBARBITAL (SCHEDULE 2),2010,5.92
9012,NEW MEXICO,AMOBARBITAL (SCHEDULE 2),2011,7.28
9013,NEW MEXICO,AMOBARBITAL (SCHEDULE 2),2012,2.73
9014,NEW MEXICO,AMOBARBITAL (SCHEDULE 2),2013,3.64
9015,NEW MEXICO,AMOBARBITAL (SCHEDULE 2),2014,7.29
9016,NEW MEXICO,AMOBARBITAL (SCHEDULE 2),2015,3.65
9017,NEW MEXICO,AMPHETAMINE,2006,32482.63
9018,NEW MEXICO,AMPHETAMINE,2007,34336.42
9019,NEW MEXICO,AMPHETAMINE,2008,70447.95
9020,NEW MEXICO,AMPHETAMINE,2009,46647.32
9021,NEW MEXICO,AMPHETAMINE,2010,50158.45
9022,NEW MEXICO,AMPHETAMINE,2011,55380.3
9023,NEW MEXICO,AMPHETAMINE,2012,58616
9024,NEW MEXICO,AMPHETAMINE,2013,57040.24
9025,NEW MEXICO,AMPHETAMINE,2014,65692.56
9026,NEW MEXICO,AMPHETAMINE,2015,73663.52
9027,NEW MEXICO,BARBITURIC ACID DERIVIATIVE OR SALT [PER 21CFR 1,2013,1635
9028,NEW MEXICO,BUPRENORPHINE,2006,1433.34
9029,NEW MEXICO,BUPRENORPHINE,2007,2108.07
9030,NEW MEXICO,BUPRENORPHINE,2008,7896.53
9031,NEW MEXICO,BUPRENORPHINE,2009,7505.31
9032,NEW MEXICO,BUPRENORPHINE,2010,10352.78
9033,NEW MEXICO,BUPRENORPHINE,2011,12577.15
9034,NEW MEXICO,BUPRENORPHINE,2012,15547.13
9035,NEW MEXICO,BUPRENORPHINE,2013,16394.31
9036,NEW MEXICO,BUPRENORPHINE,2014,19692.56
9037,NEW MEXICO,BUPRENORPHINE,2015,22803.41
9038,NEW MEXICO,BUTALBITAL,2006,20965
9039,NEW MEXICO,BUTALBITAL,2007,19465
9040,NEW MEXICO,BUTALBITAL,2008,27925
9041,NEW MEXICO,BUTALBITAL,2009,17605
9042,NEW MEXICO,BUTALBITAL,2010,20950
9043,NEW MEXICO,BUTALBITAL,2011,21365
9044,NEW MEXICO,BUTALBITAL,2012,15710
9045,NEW MEXICO,BUTALBITAL,2013,12525
9046,NEW MEXICO,BUTALBITAL,2014,11330
9047,NEW MEXICO,BUTALBITAL,2015,10715
9048,NEW MEXICO,COCAINE,2006,429.61
9049,NEW MEXICO,COCAINE,2007,424.83
9050,NEW MEXICO,COCAINE,2008,856.76
9051,NEW MEXICO,COCAINE,2009,447.83
9052,NEW MEXICO,COCAINE,2010,481.97
9053,NEW MEXICO,COCAINE,2011,452.79
9054,NEW MEXICO,COCAINE,2012,399.61
9055,NEW MEXICO,COCAINE,2013,381.51
9056,NEW MEXICO,COCAINE,2014,320.85
9057,NEW MEXICO,COCAINE,2015,346.76
9058,NEW MEXICO,CODEINE,2006,118957.94
9059,NEW MEXICO,CODEINE,2007,121326.2
9060,NEW MEXICO,CODEINE,2008,210343.79
9061,NEW MEXICO,CODEINE,2009,116938.55
9062,NEW MEXICO,CODEINE,2010,113740.6
9063,NEW MEXICO,CODEINE,2011,117509.47
9064,NEW MEXICO,CODEINE,2012,104587.77
9065,NEW MEXICO,CODEINE,2013,90336.74
9066,NEW MEXICO,CODEINE,2014,82908.35
9067,NEW MEXICO,CODEINE,2015,92722.28
9068,NEW MEXICO,D-METHAMPHETAMINE,2006,105.64
9069,NEW MEXICO,D-METHAMPHETAMINE,2007,76.84
9070,NEW MEXICO,D-METHAMPHETAMINE,2008,135.76
9071,NEW MEXICO,D-METHAMPHETAMINE,2009,72.71
9072,NEW MEXICO,D-METHAMPHETAMINE,2010,86.77
9073,NEW MEXICO,D-METHAMPHETAMINE,2011,78.41
9074,NEW MEXICO,D-METHAMPHETAMINE,2012,62.66
9075,NEW MEXICO,D-METHAMPHETAMINE,2013,52.62
9076,NEW MEXICO,D-METHAMPHETAMINE,2014,2.41
9077,NEW MEXICO,D-METHAMPHETAMINE,2015,16.47
9078,NEW MEXICO,DIHYDROCODEINE,2006,236.05
9079,NEW MEXICO,DIHYDROCODEINE,2007,238.23
9080,NEW MEXICO,DIHYDROCODEINE,2008,455.7
9081,NEW MEXICO,DIHYDROCODEINE,2009,162.45
9082,NEW MEXICO,DIHYDROCODEINE,2010,115.69
9083,NEW MEXICO,DIHYDROCODEINE,2011,122.84
9084,NEW MEXICO,DIHYDROCODEINE,2012,105.53
9085,NEW MEXICO,DIHYDROCODEINE,2013,41.66
9086,NEW MEXICO,DIHYDROCODEINE,2014,2.14
9087,NEW MEXICO,DIHYDROCODEINE,2015,341.81
9088,NEW MEXICO,DL-METHAMPHETAMINE RACEMIC BASE,2010,8.84
9089,NEW MEXICO,DL-METHAMPHETAMINE RACEMIC BASE,2011,49.44
9090,NEW MEXICO,DL-METHAMPHETAMINE RACEMIC BASE,2012,77.96
9091,NEW MEXICO,DL-METHAMPHETAMINE RACEMIC BASE,2013,74.35
9092,NEW MEXICO,DL-METHAMPHETAMINE RACEMIC BASE,2014,154.31
9093,NEW MEXICO,DL-METHAMPHETAMINE RACEMIC BASE,2015,113.72
9094,NEW MEXICO,FENTANYL BASE,2006,2290.55
9095,NEW MEXICO,FENTANYL BASE,2007,2329.19
9096,NEW MEXICO,FENTANYL BASE,2008,4468.74
9097,NEW MEXICO,FENTANYL BASE,2009,2653.34
9098,NEW MEXICO,FENTANYL BASE,2010,2801.98
9099,NEW MEXICO,FENTANYL BASE,2011,2770.32
9100,NEW MEXICO,FENTANYL BASE,2012,2734.38
9101,NEW MEXICO,FENTANYL BASE,2013,2506.73
9102,NEW MEXICO,FENTANYL BASE,2014,2585.53
9103,NEW MEXICO,FENTANYL BASE,2015,2517.85
9104,NEW MEXICO,GAMMA HYDROXYBUTYRIC ACID,2008,13077.52
9105,NEW MEXICO,GAMMA HYDROXYBUTYRIC ACID(FDA APPROVED-CSA,2008,3715.2
9106,NEW MEXICO,GAMMA HYDROXYBUTYRIC ACID(FDA APPROVED-CSA,2009,3492.29
9107,NEW MEXICO,GAMMA HYDROXYBUTYRIC ACID(FDA APPROVED-CSA,2010,2633.25
9108,NEW MEXICO,HYDROCODON,2011,233855.15
9109,NEW MEXICO,HYDROCODONE,2006,146498.68
9110,NEW MEXICO,HYDROCODONE,2007,165393.47
9111,NEW MEXICO,HYDROCODONE,2008,324474.1
9112,NEW MEXICO,HYDROCODONE,2009,204456.23
9113,NEW MEXICO,HYDROCODONE,2010,218342.34
9114,NEW MEXICO,HYDROCODONE,2012,267821.73
9115,NEW MEXICO,HYDROCODONE,2013,202606.83
9116,NEW MEXICO,HYDROCODONE,2014,191241.06
9117,NEW MEXICO,HYDROCODONE,2015,178398.84
9118,NEW MEXICO,HYDROMORPHONE,2006,3576.61
9119,NEW MEXICO,HYDROMORPHONE,2007,4282.54
9120,NEW MEXICO,HYDROMORPHONE,2008,10186.21
9121,NEW MEXICO,HYDROMORPHONE,2009,6951.87
9122,NEW MEXICO,HYDROMORPHONE,2010,6792.19
9123,NEW MEXICO,HYDROMORPHONE,2011,7435.49
9124,NEW MEXICO,HYDROMORPHONE,2012,7294.33
9125,NEW MEXICO,HYDROMORPHONE,2013,6833.62
9126,NEW MEXICO,HYDROMORPHONE,2014,7978.08
9127,NEW MEXICO,HYDROMORPHONE,2015,8048.29
9128,NEW MEXICO,LEVORPHANOL,2006,1.91
9129,NEW MEXICO,LEVORPHANOL,2007,0.56
9130,NEW MEXICO,LEVORPHANOL,2008,4.42
9131,NEW MEXICO,LEVORPHANOL,2009,0.59
9132,NEW MEXICO,LEVORPHANOL,2010,0.93
9133,NEW MEXICO,LEVORPHANOL,2011,1.63
9134,NEW MEXICO,LEVORPHANOL,2012,2.32
9135,NEW MEXICO,LEVORPHANOL,2013,1.63
9136,NEW MEXICO,LEVORPHANOL,2014,3.36
9137,NEW MEXICO,LEVORPHANOL,2015,1.62
9138,NEW MEXICO,LISDEXAMFETAMINE,2007,1967.24
9139,NEW MEXICO,LISDEXAMFETAMINE,2008,11526.73
9140,NEW MEXICO,LISDEXAMFETAMINE,2009,11529.06
9141,NEW MEXICO,LISDEXAMFETAMINE,2010,17112.34
9142,NEW MEXICO,LISDEXAMFETAMINE,2011,22517
9143,NEW MEXICO,LISDEXAMFETAMINE,2012,24475.67
9144,NEW MEXICO,LISDEXAMFETAMINE,2013,25422.37
9145,NEW MEXICO,LISDEXAMFETAMINE,2014,26436.42
9146,NEW MEXICO,LISDEXAMFETAMINE,2015,27308.86
9147,NEW MEXICO,MEPERIDINE (PETHIDINE),2006,37618.25
9148,NEW MEXICO,MEPERIDINE (PETHIDINE),2007,33589.72
9149,NEW MEXICO,MEPERIDINE (PETHIDINE),2008,56563.11
9150,NEW MEXICO,MEPERIDINE (PETHIDINE),2009,27690.87
9151,NEW MEXICO,MEPERIDINE (PETHIDINE),2010,25097.6
9152,NEW MEXICO,MEPERIDINE (PETHIDINE),2011,22602.22
9153,NEW MEXICO,MEPERIDINE (PETHIDINE),2012,18206.2
9154,NEW MEXICO,MEPERIDINE (PETHIDINE),2013,14105.18
9155,NEW MEXICO,MEPERIDINE (PETHIDINE),2014,11847.41
9156,NEW MEXICO,MEPERIDINE (PETHIDINE),2015,10238.32
9157,NEW MEXICO,METHADONE,2006,79864.47
9158,NEW MEXICO,METHADONE,2007,88126.25
9159,NEW MEXICO,METHADONE,2008,153499.28
